,0,text,2,toxic
1171,facebook_corpus_msr_2349559,"Lets be honest my friend, there have been numerous incidents starting from Afghanistan occupation of USSR that the US supported mujahideens in the name of religion to unite in and fight the non believers in russia.They got brainwashed in the name of religion under a policy of US.This event created the Taliban and Alqeda supported by US.It stuck them in their back is a different story.The dismantled army of Iraq supported by Israel and US as a policy to smuggle oil created ISIS.Russia returned the Afghanistan favour here.The syrian kids killed and the ones orphaned in war will again be brainwashed in the name of religion to fightback and take revenge.The problem is the US state policy for selfish motives .If Trump wishes to change this parasitic US policy then there is a possibility of limiting this threat.However if he still wishes to solve problem by force and confrontation used earlier, the problem will aggravate further.You can't scare the person ready to, die with fear of death...",OAG,1
1173,facebook_corpus_msr_2349561,"Is this another managed story,just to defame DT??? When it's journalism, anything is possible!!!",CAG,1
1174,facebook_corpus_msr_1805470,Anna lost credibility.,OAG,1
1176,facebook_corpus_msr_2383810,When u operate from Delhi and don't take  local grassroot leaders with u....u are bound to get humiliated just like in bihar and Delhi........,OAG,1
1177,facebook_corpus_msr_394645,Joke of the day from a joker from Jokistan. Couldn't stop laughing. 😂😂😂😂😂,CAG,1
1180,facebook_corpus_msr_325723,What about Porkistan? Porkis are condemned world over. Any one travelling with a Porki Passport is checked thorouhly in any western Country.,OAG,1
1181,facebook_corpus_msr_466275,U didn't talk when u had ur chance! Now don't talk when u lost ur chance,CAG,1
1183,facebook_corpus_msr_403304,"Our netas will do kadi ninda , they don't have guts to take action, we understand they are not man enough, in next meeting u will see our netas  in saree and bangles",CAG,1
1187,facebook_corpus_msr_1804986,questions for people with common sense from nilesh - Why isnt Anna asking BJP to implement Lok pal bill ? Why isnt he doing any fast to force Bjp to get back black money from swiss banks ? Anna did all the drama to remove congress but not to change the system.,CAG,1
1188,facebook_corpus_msr_1956239,Ab sp will lecture about law and order....thats hilarious,CAG,1
1190,facebook_corpus_msr_1737029,Worse thought process Of Indian express! One should try to understand the motive of this video and it's awesome!,OAG,1
1192,facebook_corpus_msr_328606,When Congress in ruling Modiji always talking about soldiers death what happened now.,CAG,1
1194,facebook_corpus_msr_1805262,Mr.Hazard you don't join Aap  and remain in your ideological party.,CAG,1
1195,facebook_corpus_msr_443968,Vasa Madhukar He has been speaking so many things. I am waiting for the performance.,CAG,1
1196,facebook_corpus_msr_1945542,"New Uttar Pradesh Restaurant ( India ) 2017.....

100% Vegetarian.....

Menu -
Veg Beef (Buffalo) - Not Available
Veg Fish - Available
Veg Chicken - Available
Veg Mutton - Available
Veg Egg - Available
Veg Whiskey - Available
Veg Tobacco - Available

Free Home Delivery on 4G Mode

Cheers..... Enjoy......",CAG,1
1198,facebook_corpus_msr_334882,Its Same Old trick. Raising voice aganist BJP makes you antinational.,CAG,1
1200,facebook_corpus_msr_1723605,"Fear that time when no azaan is prayed in the fajr , then you ll know why fajr azaan was the most important.",CAG,1
1203,facebook_corpus_msr_2018523,The puppy statement shows how little she understands being a motherhood.... being home maker is nothing wrong...But she cannot disrespect working moms like this...For once try balance home and work ... Then she wud understand,OAG,1
1207,facebook_corpus_msr_398398,May b he shud take a break tour to pak wit iyer.,CAG,1
1208,facebook_corpus_msr_1582249,A communist trying to convince himself that he and his ideal are still relevant?,CAG,1
1209,facebook_corpus_msr_444569,What happened to to him he is looking weak depressed,CAG,1
1210,facebook_corpus_msr_1723639,"alarm ?? for what ?? 
destructions ??",OAG,1
1212,facebook_corpus_msr_1805030,"Annaji, with due respect remember lokpal, you had disappointed entire country.",CAG,1
1213,facebook_corpus_msr_1600590,haha INDIAN ARMY fighting war in songs and movies.,CAG,1
1214,facebook_corpus_msr_462578,"Why so, you need lakh of Rs to have descent dinner. Don't you people use cards or don't know how to use cards. Idiots!",OAG,1
1215,facebook_corpus_msr_2111257,"India is a Hindu country, don't be under any illusions",CAG,1
1216,facebook_corpus_msr_1736980,Yes he is the only politician who is a very big rouge and corupt and have cheated people of delhi my friend atleast wake up from deep sleep this type of fools should not be a politican they should go beg on the streets u blind man.,OAG,1
1217,facebook_corpus_msr_2199180,Terrorist,OAG,1
1221,facebook_corpus_msr_446739,Those who are against demonization may be illiterate or don't know how to make life simple using card.,CAG,1
1224,facebook_corpus_msr_329105,"Modi where is ur surgical strikes, what happened ur 56'' chest",OAG,1
1225,facebook_corpus_msr_1723047,Respect is mutual...It won't come from one side or through appeasement,CAG,1
1226,facebook_corpus_msr_233836,Hello sir I have a question  ?  Why media play with the   our soldier   life. This fucking congress  always  bring obstacle  in the process.  I have only one words to says give freehand to our soldiers  and media provide  clue abut the places. Then there will  be a solution.,OAG,1
1227,facebook_corpus_msr_2032189,My heart bleeds for the father and other family members of Saifullah- what wrong did they do to deserve such personal pain. The entire community it's leadership social and religious must introspect their acts of omission or commission that brought such sufferings to this honourable man.,OAG,1
1230,facebook_corpus_msr_445684,"Who is going to be affected, he wil bark, but not a common man. Digital India is possible from Modi Ji alone. Dream is coming true.",CAG,1
1231,facebook_corpus_msr_1452437,"congress can kill people, purchace media channal, etc etc  ........ u all know that",OAG,1
1232,facebook_corpus_msr_1805729,I think anna is bjp agent.he never said aganest bjp,CAG,1
1233,facebook_corpus_msr_443981,"see all the common man after from today 45days than I agree with you, still in india 50% people do no what is money now they will know atleat what is money were it comes and how to handle it. only rich people becoming richest and they all know the technology updation what about poor you want all poor should be poor for ever and please allow them to go bank and they are 1000 of scheme for them announced by govt not only NDA even UPA it never reached them atleast now it reach them",CAG,1
1237,facebook_corpus_msr_406860,"Frank Ezung. And you must be a namak haram

Don't talk about intire north east
Just say about your self",OAG,1
1241,facebook_corpus_msr_1805643,No sir you are all ready member RRS,CAG,1
1242,facebook_corpus_msr_445735,the problem is not with the idea of Demonetization. it was rather overdue since 71. the problem is due to shortage of smaller denominations.. which is partially attributed to the new size of 2000₹ note,CAG,1
1244,facebook_corpus_msr_2141824,"Modi Ji, everything is not for sale in India. These missiles are strategic weapons and should not be sold to other countries. Money is not everything and some things are more valuable than money.",CAG,1
1245,facebook_corpus_msr_442408,Modi - terrible decision with demonetization - war on the poor.,OAG,1
1246,facebook_corpus_msr_329146,There were a fear of isi now here comes BAT,CAG,1
1250,facebook_corpus_msr_1521820,"Shame Cpim,, shame cpim ,,,, wrongly expected some real cultural strategy form for society ,,,, wanna spit on Cpim heading India,,, or it may be Sitaram or whatever good for nothing person is ,,,",OAG,1
1251,facebook_corpus_msr_2127024,Your the worst media i have ever seen.,OAG,1
1252,facebook_corpus_msr_2241653,"Indian Jallikattu Train PM Massacre......?

Killed Gandhi... Father of India....?
Killed 100+ Kashmiri in 2016.....?
Killed 100+ Civilian in 2016
Demonetization.....?

#Pakistan Pl Help......
#UnitedNation Pl Help......
#China Pl Help......",OAG,1
1254,facebook_corpus_msr_1723638,5 times. Its an alarm to crores of people. And it will last only 2 minutes and no harm. Its not  hurt like Sonu Nigam's and many new generation singers songs with horrible and terrible music in public places.,OAG,1
1256,facebook_corpus_msr_2111287,They have been planning to divide India in to ten parts for. Last hundred years. However succeeded in dividing in 3 parts.,CAG,1
1257,facebook_corpus_msr_1805053,How many of your hopes have materialised so far please. Your integrity is now doubtful.,OAG,1
1258,facebook_corpus_msr_2159109,What trust vote without opposition party??,CAG,1
1261,facebook_corpus_msr_1956964,It's Majority vs Minority Game .... If u don't want game don't play ..As simple as that...,CAG,1
1264,facebook_corpus_msr_380455,ye ninda kon hai benchod mujhe mil jaye to machod  du iss ninda ki,OAG,1
1266,facebook_corpus_msr_1833409,"First protect us(public), then you go for..............
.",CAG,1
1267,facebook_corpus_msr_450910,How do u intend to deal hackers and secure these transactions.,CAG,1
1269,facebook_corpus_msr_367617,This is totally unacceptable plz modi ji do something or give resign from your position. Don't give too big 🍋🍋 to Indian public.,OAG,1
1270,facebook_corpus_msr_2159101,Black day for TN,CAG,1
1271,facebook_corpus_msr_461362,RBI and demonetisetion will only bringing destres in system people are dying no money black or white is bigger then human life shameful   Decision country  didn't know how to rule how to feed people in some days india will become banana country,OAG,1
1274,facebook_corpus_msr_1762549,You characters will never feel happy.  Any where you go and live.,OAG,1
1275,facebook_corpus_msr_1561926,Brave woman.... India is a difficult place for woman....,CAG,1
1276,facebook_corpus_msr_1723228,He should shift his home to Himalayas..... There would be no cacophony...Only euphony of birds chirping... Becoz he will not be allowed to spread such intolerance and hatred for other religious beliefs in a secular and diverse country like India.,CAG,1
1277,facebook_corpus_msr_1833394,Psycho...,OAG,1
1279,facebook_corpus_msr_1514787,"#ExpressOpinion The Congress alliance, which receives maximum Muslim electoral support at the all-India level, interestingly, managed only 11 per cent Muslim votes in UP.",CAG,1
1280,facebook_corpus_msr_451851,"The power baby DOMINAR is going to come on earth, of course they try to make it special",CAG,1
1281,facebook_corpus_msr_1887404,"Change Ninda, Forces r being treated v badly, esp Kashmir, Sitting ducks.",OAG,1
1282,facebook_corpus_msr_1945560,Or Raj Thackeray the PM,CAG,1
1283,facebook_corpus_msr_857658,Y u r so communalise,OAG,1
1285,facebook_corpus_msr_444110,"Bhaijan please bring cash from Swiss banks , I am waiting for past 2 1/2 year's will get 15 lakhs, but u given babaji ka Tulu... to everyone ... BC",CAG,1
1286,facebook_corpus_msr_1723606,Those secular ppl who say wht abt loud speakerw in ganesh and nav ratri ....they just come once a year but this morning sounds come daily....,OAG,1
1288,facebook_corpus_msr_1937568,"I don't think you can debate Yogi on Hinduism and/or Indian politics. How did you know that he is a goon, did you belong to his group or what, how do you prove that you are not a goon as well? Modi can never select a goon for CM for the largest state of India.",CAG,1
1289,facebook_corpus_msr_1649504,This is the Jamuna Tehzeeb waiting for Indians.,CAG,1
1290,facebook_corpus_msr_331603,I guess NDTV so confused ... the difference between Billions and Millions... 🤔,CAG,1
1295,facebook_corpus_msr_1722794,No they r wrong. She is directly educating others in addition with her add,OAG,1
1296,facebook_corpus_msr_1723011,U ppl throw away kashmiri Pandit from their h omes killed them u talk about brotherhood,OAG,1
1297,facebook_corpus_msr_1723853,what this stupid person is he? his house is almost  2.6km far from the mosque he only want peoples for attraction but he dont know he lost million of his muslim fans with his 3 tweets only so ......................................................?,CAG,1
1298,facebook_corpus_msr_2073716,"sir they are professional in dividing people
they paid for it
they all are pakistani isi agent",CAG,1
1299,facebook_corpus_msr_2018518,Exactly..so in an indirect way she wants to say mothers who do spend only a few hours with their kids treat them as one! That's the direct interpretation that you get..very offensive words for every working mother out there,CAG,1
1301,facebook_corpus_msr_1729679,Those released on Saturday ask: ‘Why are we being treated like criminals?’,CAG,1
1302,facebook_corpus_msr_397545,"Sultan ji, I m from Assam, India. Here at our Shiv puja committee, the chairman is a musalman friend of mine.           We may be from different culture, but we dont see things your way.",CAG,1
1303,facebook_corpus_msr_2144399,"Politicians only believe in phote sessions they never try to uplift & development of boards,  organisations, players including",CAG,1
1304,facebook_corpus_msr_2127010,"""Massive win"" My 7 year old nephew has better vocabulary than your staff posting nonsense on social media😅
What's wrong with you guys?",OAG,1
1305,facebook_corpus_msr_1947066,Will maulana will give hindus to worship in his house.,OAG,1
1306,facebook_corpus_msr_421513,Then marketing still has the mojo that means! #ChooseMarketingOverFinance :P,CAG,1
1308,facebook_corpus_msr_1957012,Burn burn burn! :D,CAG,1
1309,facebook_corpus_msr_688490,Those who lost credibility because of corruption now pointing fingers at Honest CM. First see at yourself what Congress have done in MCD along with BJP. Nobody knows are you there in MCD or not for 20 years? Never raise any issue for public cause. just hand in glove with bjp. Now there comes AAP so both bjp & cong want to show goodness & honesty.,CAG,1
1312,facebook_corpus_msr_1723091,"I am also living beside Temple, we have not create such a thing in mind,we Muslim respect all religion ,we don't thing that's bhajans, are disturbing us,",CAG,1
1313,facebook_corpus_msr_448899,He is 9th powerful man in the world dont forget it everyone,OAG,1
1315,facebook_corpus_msr_2018530,"Mira.. Please don't even think of bringing a dog 🐶home ever, as spending one hour a day with him would be inhumane and disgusting.  Also a pup 🐶needs almost the same amount of attention as a human child. Says who? Says a proud owner and irrevocable lover of dogs.",CAG,1
1317,facebook_corpus_msr_2280074,Er Clive I think you need a history lesson on India/Pakistan before jumping to such conclusions mate.,OAG,1
1322,facebook_corpus_msr_335314,"No because I neither share anything and everything without verifying/ understanding the fact (example farmer ready to drink urine owned Audi and 100 acre land)

Anyways being fair you should have first answered then questioned. But it's understood why you avoid certain questions",CAG,1
1323,facebook_corpus_msr_454034,is this a Drama launch or a Bike launch ?,CAG,1
1325,facebook_corpus_msr_449698,Why Muslim people don't like PM Modi. What's theirs problem?,CAG,1
1326,facebook_corpus_msr_495456,"We have to watch and see how she is going to play in her next tournament after so much fame, money.
Probably relaxed, not much focused...",OAG,1
1328,facebook_corpus_msr_1979918,Who cares about fatwa. Fatwa has no role in our legal system. Any fatwa against a citizen is supari and threat.,CAG,1
1331,facebook_corpus_msr_326840,Sure dude we know in Pakistan only brothers and sisters have intercourse (all of pork is bc),OAG,1
1332,facebook_corpus_msr_328585,Provide shelter to terrorist..A person who's entry was banned in UK nd US cz of murder of thousands of Muslims is talking about terrorists nd terrorism,CAG,1
1333,facebook_corpus_msr_1689908,"Bhuvanesh Trivedi
Utkarsh Mishra
wtf is this?  band?",OAG,1
1336,facebook_corpus_msr_1897084,This guy obviously voted for Modi now let him repent at leisure,CAG,1
1337,facebook_corpus_msr_233529,"What is the use of naxalies in the country though they enemy of the soldiers...
Why don't the government act for the complete vanish of naxalies.",CAG,1
1341,facebook_corpus_msr_451880,Even Justin Bieber didnt get so much hate xD bajaj plx,CAG,1
1342,facebook_corpus_msr_507269,"It's true but our government will never understand, they will spend crores to advertise MakeInIndia bur will not focus on the key issues of Infrastructure and policies for ease of MakeInIndia",CAG,1
1345,facebook_corpus_msr_1723102,"that's bhajan not disturbing you coz it's in India..but it would be harmful for you if you living in Pakistan, Bangladesh, Iran,Arab etc country !! So stop your secular behavior !! He didn't tell to stop Azan or Arti but he just said that you don't do it in mike with high sound in morning !!    But so many sickular's turning it into communal comment !!",CAG,1
1346,facebook_corpus_msr_444773,"First, stop the black money in politics, don't give election tickets to criminals, Clean your own house first before trying to clean others house. Gov. has the list of names of people having money in Swiss banks and Panama files, they are too big corporates, who gives lots of their black money to all political parties including BJP. No one can touch them. Demonitization cleans the black money from middle class business and not from big corporates who hold assents in $ and ¢",OAG,1
1347,facebook_corpus_msr_1804871,"Anna Hazare ji, aap chunaav ke samay hi kyon jaagte ho? Arvind Kejriwal, unlike you has come out in the open and is fighting with the system whereas you from the comforts of your village do not have the guts to match your chela and just criticise without doing anything meaningful. 
You were our hero once upon a time but today- you are just one of those who left the battlefield to save your skin and basque in flattery and jhoothi glory...
:-/",CAG,1
1348,facebook_corpus_msr_2379889,Please do not create more rohith...stop inciting people in the name of caste...stop asking ur acquaintances their surnames...start scholarly studies in univ...esp jnu n the like...getting paid for studying n doing disservice to nation  while enjoying the privilege is shamelessness...none of ur revolutionary moves do ny good to any underprivileged person...they just create sad stories like vemula,OAG,1
1349,facebook_corpus_msr_398227,"Now only surgical strikes frequently on Pakistan sponsored terrorist camps can keep Pakistan Army and ISI on their toes. No more talks, kill any body comes on the way of our security personnels.",OAG,1
1350,facebook_corpus_msr_1805576,You are Already joined​ BJP Mr. Hazare,CAG,1
1351,facebook_corpus_msr_2111271,Secularism is the most misused word used in India by greedy politicians for political gains,OAG,1
1352,facebook_corpus_msr_1805551,BJP Agent..,CAG,1
1354,facebook_corpus_msr_446054,Modi sir i  support  u nd those all who r against u they r jokers,CAG,1
1356,facebook_corpus_msr_446603,"Cashless is best decision result will be seen after total cashless
Govt servant will suffer while demanding bribe",CAG,1
1361,facebook_corpus_msr_469223,Wow. If this happen i too will have my own soon.,CAG,1
1362,facebook_corpus_msr_474444,I won't support this sudden change why they need to do sudden change,CAG,1
1363,facebook_corpus_msr_480393,tv 18 quiz is fraud.  quiz on 4th nov is still not on site....how to vote..match is fixed ..inside trading,OAG,1
1366,facebook_corpus_msr_414528,Bring down prices... govt.need to assess valuation of these properties...a 700sqft flat cannot be costing 80lakhs +.. consumers are shelling out lifetime savings on pig stys,CAG,1
1367,facebook_corpus_msr_1723153,Nation shd stop every religious noise in fine morning ...as people feel disturbed ...sonu nigam said about azan ...but wen noise comes frm any religious song or pray in the time of exam ...we feel disturbed ...every religion shd b restricted,OAG,1
1370,facebook_corpus_msr_326862,"My son this is not 1971 and a brigade of our army is not combatting with the cowards of a whole country...  Its basically party time...  Punjab,  Nagaland, Assam and Kashmir will be separated",CAG,1
1372,facebook_corpus_msr_2280077,hahahahaha brilliant. was wondering why i keep getting wound up,CAG,1
1373,facebook_corpus_msr_300619,unfollow that kind bad news channel,OAG,1
1374,facebook_corpus_msr_1561791,"its her fault she is not here to make any minister happy she should have scoulded that mla badly bcoz she has came on that position by working hard and how ministers come we all know ...
IPS is not a joke it is one of the highest job in india",CAG,1
1375,facebook_corpus_msr_1723409,I dont completely agree or disagree with sonu ji. Loudspeakers shouldnt be allowed. Plus the argument that same inconvenience is caused isnt fair. Those instances in the hindu festivals are rarely 15-20 days per year. Whereas azaan is given on the loudspeakers EVERYDAY about twice or thrice. But then again it shouldnt be turned into a religion/anti religion debate. Its more about public convenience or noise nuisance.,OAG,1
1376,facebook_corpus_msr_1723447,"Stupid statement from an actor. Priyanca is smart girl. Her every statement appreciated all religion.
Sonu should read history a lady first lady Indian went out from thia eart and she listened a sound out from the earth. And the sound is adzan. So where do u want to life sonu?? Even out from this earth u will listen adzan everywhere. Stupid man.",OAG,1
1380,facebook_corpus_msr_1710292,"Despite fare increases, Dynamic pricing !",CAG,1
1381,facebook_corpus_msr_1906930,Gujratis have always been ill treating their fellow state people just because they are of different faith.  Now see how people r justifying this by remembering kashmir. What a sick minded people.,OAG,1
1383,facebook_corpus_msr_1922803,The high handedness of such politicians speaks of their character . The person who can create a scene for not getting Executive class seat can commit any crime if allowed to travel in general class in train .They are not fit for representing Indian people who are poor in general .,CAG,1
1385,facebook_corpus_msr_2032217,We shud salute this brave n nationalist man.it is a lesson to all.Communalists shud refrain to paint the Indian Muslims in bad colour.,CAG,1
1386,facebook_corpus_msr_426342,"RIP airtel, idea, Vodafone 
😂 😂 😂 😂 😂 😂",CAG,1
1387,facebook_corpus_msr_462620,"Demonetisation has made all depositors to stand in long queues,begging banks to draw cash from their own accounts.This is the reality. But, 4.7 crores of new 2000/= notes was caught red-handed from an  individual in Bangalore. Does it not show the total failure of  the conditions, imposed by RBI &govt.?",CAG,1
1388,facebook_corpus_msr_2111211,RSS always supported British that is why they follow divide and rule now. Gandhiji assassination is it justified?,CAG,1
1392,facebook_corpus_msr_395552,People needs some incubment  from younger  generation instead old ornamental spineless to  the coveted post.modi should show some body miracle  rather old practice.,CAG,1
1398,facebook_corpus_msr_448897,He is 9th powerful man in the world dont forget it everyone,OAG,1
1400,facebook_corpus_msr_1937567,"Mr Shirish Kunder you may not know, but we made a man PM in 2014 with even better credibility than Aditya Nath and he has been behaving since then, at least he didn't participate in any riots. So, we have taken the similar chance here as well. Also, your suggestion all makes sense, making Dawood CBI chief, make him behave as well :V",CAG,1
1403,facebook_corpus_msr_379394,Koi nai soch reha h apeny desh ki sab neta apny kud he ki soch reh WA modi ji,CAG,1
1404,facebook_corpus_msr_2159084,"Hopefully the people will realise the betrayal perpetrated on them. The state of Tamil Naadu is now ruled by a bunch of money grabbers whose head honcho is in jail for the offense of ill begotten wealth. Poverty has not been addressed. Is a TV and mixee adequate comprise for a vote? Time to reject these politicians and move to a new future. POLITICIANS NEVER GUARANTEE OUR FUTURE, ONLY THEIR OWN.",CAG,1
1406,facebook_corpus_msr_2126961,BJP has won 82 seats not 80,CAG,1
1407,facebook_corpus_msr_1504137,"And your manifesto says you will abolish income tax .
So what's the point",CAG,1
1408,facebook_corpus_msr_2126955,"Bjp got 80 shiv sena 84, it's not a massive win Indian express ... I know you hate bjp .. but please.... don't go crazy",OAG,1
1410,facebook_corpus_msr_1805437,Hazare is a stooge of RSS,CAG,1
1411,facebook_corpus_msr_2243857,Indians are habituated with is kind of astricities. Show some biscuits they fall in line.,OAG,1
1412,facebook_corpus_msr_445810,"Today i went to a pathologist  for blood test I asked him for digital payment first that doctor Denied for e payment i said him now a days a hawker is also accepting the digital payment. Y u r not accepting u r a doctor educated person. He was so ashamed and admitted and accepted my pay tm wallet payment.
Thanks modiji",CAG,1
1413,facebook_corpus_msr_1582197,any day better than ur modi style hate politics.,OAG,1
1414,facebook_corpus_msr_443956,Wake up and stand by him going to change the life of many poor people,CAG,1
1416,facebook_corpus_msr_469180,^^kamlesh where is my 15 lakh as promised by our PM that if black money is brought back?,CAG,1
1419,facebook_corpus_msr_451342,we (mango aadmi) already have less-cash Sir ...no need to become :D,CAG,1
1422,facebook_corpus_msr_1521785,@ Abhay Singh Have you heard about phoenix bird rising from the ashes...? GOOD LUCK MAN...🙂 FROM KERALA - A PROUD COMRADE,CAG,1
1424,facebook_corpus_msr_2127001,Indian Express is jealous of BJP's massive gains in Maharashtra including BMC that's why reporting this way.,OAG,1
1425,facebook_corpus_msr_2111201,"People who speak against India amd support minorities talking against Hindus are seculars and people like modi who wants to see all as one irrespective of caste,creed,religions are non seculars.What a pathetic situation.",CAG,1
1426,facebook_corpus_msr_221551,After this kejriwal is goinh to resign and have a fair elections. Because EVM is faulty and he won his election because of faulty EVM. Andolan karo kejriwal. We are with you.,CAG,1
1427,facebook_corpus_msr_332622,If Manoj Tiwari did it intentionally then he is learning from kejri how to win Delhi elections 😂,CAG,1
1429,facebook_corpus_msr_1833356,"Clearly not read history,only some distorted form of it serving a particular section. I wonder whether the real struggle of Indian Independence would remain intact for coming generation to know what inspired it. India turning into a reluctant democracy with a rider",CAG,1
1431,facebook_corpus_msr_1735847,Reservation is like another form of terrorism,CAG,1
1434,facebook_corpus_msr_1791671,Belated valentine rose to the guy he slapped with his slipper.,CAG,1
1435,facebook_corpus_msr_399062,There is no need to give a statement after doing such a bit of work. You know what kind of person you are. You can not even find a place in hell.,CAG,1
1437,facebook_corpus_msr_441999,Doubt RBI had any say at all in the decision of #DeMonetisation It was govt diktat!,OAG,1
1439,facebook_corpus_msr_2126993,Why Indian express keeping silence on bjp incredible win?,CAG,1
1442,facebook_corpus_msr_2111189,"We are still paying for the mistakes of Gandhiji and Nehru,the same very day Pakistan proclaimed to be a Muslim nation,we should have declared ourselves as a Hindu nation.",CAG,1
1445,facebook_corpus_msr_405662,"Waiting for world war -|||

No earth No crime.
No root  No fruit.
No tree No flute.
No religion No enmity.

#Freethinker",CAG,1
1446,facebook_corpus_msr_2032242,Here some sanghi undhbakt terrorist still doubts on this father and muslims these sanghi too need same boycott from there community,OAG,1
1447,facebook_corpus_msr_430327,Yes bloody you will act as patriotic when money is involved.,OAG,1
1448,facebook_corpus_msr_451694,Don't encourage youth for rash driving. You idiots make sale but people loose lives. Just check with the records number of bike accident take place in India.,CAG,1
1449,facebook_corpus_msr_469179,"Hahahaha, What made you think I am Pakistani? My difference of Opinion? Grow up Kid.",CAG,1
1450,facebook_corpus_msr_1561894,It's open jungle Raaz.,CAG,1
1451,facebook_corpus_msr_407756,First check d brain of digvijay singh and rahul baba😂😂😂😂😂,CAG,1
1453,facebook_corpus_msr_1490553,Bhakts were never interested.,CAG,1
1455,facebook_corpus_msr_115499,Bina sahu u r also a non iitian so shut the fk up.,OAG,1
1458,facebook_corpus_msr_1649483,Where is INTOLERANT BRIGADE no call for hartal no bandhs  is nobody ready to annoy Saudis .,CAG,1
1459,facebook_corpus_msr_404163,Qamar Ghauri your sir name is not Ghauri but it is Aghori because you bagger depend upon aid of world community and Pakistan is also beggary of Hindu religion,OAG,1
1461,facebook_corpus_msr_1724191,Inconsiderate,OAG,1
1463,facebook_corpus_msr_2137927,"New job Vacancy in BJP, they are Hiring ISI agents...Interested candidate please contact to Tadipaar Shah and Kailash Vijayvargiya, Fekendra.....
Candidate Ability-He must be BJP member...... Deshdrohi Party....BJP+ ISI+ ISIS alliance....",OAG,1
1465,facebook_corpus_msr_1689929,Headline seems over exaggeration if you read through the last paragraph. This is again a paid news,OAG,1
1468,facebook_corpus_msr_395273,For Indians killing a Pakistani is equal to killing a chicken no doubt,OAG,1
1469,facebook_corpus_msr_398334,He must be kicked out of the country. I think he will also  talk to the person who will slap or kick him,OAG,1
1471,facebook_corpus_msr_1724220,we praying because we  love our ALLAH .ANY CONDITION WE MUST PRAY .IF U HAVE ANY PROBLEM WITH OUR PRAYING,OAG,1
1472,facebook_corpus_msr_2081688,"Superb....
Hw media twisted d whole situation in d favour of left organisations nd against right wings, resulting in abusing of the government.... 
BJP is winning d election but they r not ablebto manage media.....",CAG,1
1477,facebook_corpus_msr_1945492,"Idiot, how dare you to call the CM a Goon? Mind your language and try to live like a normal human.",OAG,1
1480,facebook_corpus_msr_1521653,Neil Khurana not believing in any court any justice system is part of ur thinking as from mao to naxal in india u always maintaining kill everyone who don't believe in communism.......,OAG,1
1482,facebook_corpus_msr_1723168,"I jhz dnt understand y everyone target only islam now azaan cum gundagardi thats the most peacefull thing that calm many hearts no matter they are muslims or non muslims churches also plays choir in temples they recites bhajan i dn think that is any kind of a dstrubnc its a faith people keep in thier religion n find peace through that.
Please mr sonu nigham if u can't respect any religion thats ur personal matter but u surely got no right to abuse any religion calling it ""gubdagardi"" i hv been ur big fan bt aftr that m feeling really sorry for u 😑",OAG,1
1488,facebook_corpus_msr_2081684,"AIMIM is the anti national party their registeration should be withdrawn. They spreading hatred among community. They are not afraid when they ask to cut the heads, support Stone pelters, and terrorisrs, going against Army. They perform inhuman acts against Animals and beef. they questioned the Indian Constution  they demand separate law system, many more.",OAG,1
1489,facebook_corpus_msr_405545,"Islam.is foolish Religious ....No....Proper respect ....in Hinduism all and respect all lord creator .... we have Large Heart not like such Stupid religious like islam who killed own brothers and rapes on sisters.......even muhammad lust about..9 yrs girl...is that islam....
Go....Read To..public vs Muhammad....
U EASLY FUND IN amazon site too..MC",OAG,1
1490,facebook_corpus_msr_332302,Sir do your welcome party ..Indian Soldigers r killing in Indin border..,CAG,1
1493,facebook_corpus_msr_444224,He has got to be much better than this!!! Planning and level headedness need to be introduced.,CAG,1
1494,facebook_corpus_msr_1724076,Really shameful remarks......condemnable,OAG,1
1495,facebook_corpus_msr_1600603,Indo-pak ...can exist as a country only until they hate each other,CAG,1
1497,facebook_corpus_msr_1897738,Award giving committee also consist of JNU supporters only. They say you are named on award giving committee only if you are giving award to JNU only.,CAG,1
1499,facebook_corpus_msr_420688,"This man once said, take out dead Muslim women and rape their body, irony to have such CM in a largest democracy",CAG,1
1500,facebook_corpus_msr_398276,Digvijay singh should be sent to pakistan to permanently reside there & keep dialogue with them.,OAG,1
1501,facebook_corpus_msr_446245,Fail to address the parliament now addressing bjp park party,CAG,1
1503,facebook_corpus_msr_1735806,Girish Rajani according to the population survey you people are 80% & we are 14% till 2080 we will be minorities.,CAG,1
1504,facebook_corpus_msr_2032115,As u r blaming few as hindus. Similarly the anti national dids of some r termed as muslims. Both needs rectifications,OAG,1
1506,facebook_corpus_msr_2115238,Msd can beat Aus.but u can't virat in any format!,OAG,1
1507,facebook_corpus_msr_444072,Ok what about the current situation do not dig the past do something to improve the current.,CAG,1
1508,facebook_corpus_msr_397753,when they accept their devils work...I think that is enough cause to get start war.. finish Pakistan from the world map....,OAG,1
1510,facebook_corpus_msr_324372,Nor the one shooting the video offered help .... This show how pathetic we are as human,OAG,1
1511,facebook_corpus_msr_1893453,indian express is jokeing news,OAG,1
1512,facebook_corpus_msr_411153,PM has mandated Cabinet ministers to focus on job creation: Commerce Minister,OAG,1
1514,facebook_corpus_msr_382219,Indian Govt. Is total waste...//// Only giving speech.....//// They can't do anything.....//// Really its very sad news..\\\\\,OAG,1
